Country,code2,code,Rank-2015,Happiness-Score-2015,GDP-2015,Social-Support-2015,Healthy-Life-Expectancy-2015,Freedom-2015,Trust-2015,Generosity-2015,Dystopia-2015,Region,Rank-2016,Happiness-Score-2016,GDP-2016,Social-Support-2016,Healthy-Life-Expectancy-2016,Freedom-2016,Trust-2016,Generosity-2016,Dystopia-2016,Rank-2017,Happiness-Score-2017,GDP-2017,Social-Support-2017,Healthy-Life-Expectancy-2017,Freedom-2017,Generosity-2017,Trust-2017,Dystopia-2017,Rank-2018,Happiness-Score-2018,GDP-2018,Social-Support-2018,Healthy-Life-Expectancy-2018,Freedom-2018,Generosity-2018,Trust-2018,Dystopia-2018,Rank-2019,Happiness-Score-2019,GDP-2019,Social-Support-2019,Healthy-Life-Expectancy-2019,Freedom-2019,Generosity-2019,Trust-2019,Dystopia-2019,Rank-2020,Happiness-Score-2020,GDP-2020,Social-Support-2020,Healthy-Life-Expectancy-2020,Freedom-2020,Generosity-2020,Trust-2020,Dystopia-2020,Rank-2021,Happiness-Score-2021,GDP-2021,Social-Support-2021,Healthy-Life-Expectancy-2021,Freedom-2021,Generosity-2021,Trust-2021,Dystopia-2021,Rank-2022,Happiness-Score-2022,Dystopia-2022,GDP-2022,Social-Support-2022,Healthy-Life-Expectancy-2022,Freedom-2022,Generosity-2022,Trust-2022,Rank-2023,Happiness-Score-2023,GDP-2023,Social-Support-2023,Healthy-Life-Expectancy-2023,Freedom-2023,Generosity-2023,Trust-2023,Dystopia-2023,Avg-Happiness-Score
Azerbaijan,az,AZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,5173.00,1098.00,1458.00,1093.00,560.00,601.00,23,341,0,0,0,0,0,0,0,0,0,0
Gambia,gm,GMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,5164.00,2531.00,785.00,621.00,369.00,367.00,388,103,119,4.279,0.761,0.614,0.174,0.286,0.332,0.033,2.081,0.534875
Liberia,lr,LBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,5122.00,2844.00,636.00,670.00,309.00,405.00,178,80,125,4.042,0.628,0.644,0.141,0.471,0.219,0.071,1.869,0.50525
Congo,cg,COG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,5075.00,2658.00,950.00,405.00,355.00,431.00,130,146,0,0,0,0,0,0,0,0,0,0
Niger,ne,NER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,5003.00,2667.00,570.00,560.00,326.00,571.00,165,145,109,4.501,0.561,0.628,0.137,0.54,0.154,0.14,2.341,0.562625
Comoros,km,COM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,4609.00,2304.00,899.00,476.00,424.00,185.00,195,125,130,3.545,0.914,0.327,0.215,0.117,0.129,0.145,1.699,0.443125
Palestinian Territories,ps,PSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,4483.00,1368.00,1148.00,957.00,521.00,336.00,73,79,0,0,0,0,0,0,0,0,0,0
Eswatini Kingdom of,sz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,4396.00,1688.00,1274.00,786.00,197.00,259.00,38,154,0,0,0,0,0,0,0,0,0,0
Madagascar,mg,MDG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,4339.00,2148.00,670.00,645.00,378.00,202.00,143,154,127,4.019,0.632,0.779,0.178,0.187,0.177,0.134,1.932,0.502375
Chad,td,TCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,4251.00,2419.00,662.00,506.00,225.00,180.00,182,77,114,4.397,0.622,0.962,0.043,0.393,0.255,0.088,2.034,0.549625
Yemen,ye,YEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,4197.00,1561.00,691.00,1043.00,384.00,330.00,90,98,0,0,0,0,0,0,0,0,0,0
Mauritania,mr,MRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,4153.00,1207.00,1100.00,865.00,450.00,304.00,88,138,103,4.724,1.099,0.764,0.244,0.32,0.13,0.195,1.973,0.5905
Lesotho,ls,LSO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,3512.00,1312.00,839.00,848.00,0.00,419.00,76,18,0,0,0,0,0,0,0,0,0,0
Botswana,bw,BWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,3471.00,187.00,1503.00,815.00,280.00,571.00,12,102,132,3.435,1.471,1.041,0.087,0.48,0.021,0.071,0.264,0.429375
Rwanda,rw,RWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,3268.00,536.00,785.00,133.00,462.00,621.00,187,544,0,0,0,0,0,0,0,0,0,0
Hong Kong S.A.R. of China,hk,HKG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5.510399818,1.376746058,1.243584275,1.136630654,0.459356517,0.288280904,0.332485437,0.673293114,77,5.477,1.525,0.841,0.893,0.408,0.232,0.342,1.236,81,5425.00,642.00,1957.00,954.00,942.00,400.00,147,383,82,5.308,1.951,1.201,0.702,0.407,0.123,0.39,0.535,2.036924977
Maldives,mv,MDV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,5.197599888,0.937864304,1.402287602,0.914439559,0.548203647,0.224198252,0.071906492,1.098674774,89,5.198,1.115,1.015,0.697,0.575,0.204,0.073,1.52,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,1.299449986
North Macedonia,mk,MKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,5.274,0.983,1.294,0.838,0.345,0.185,0.034,1.595,0,0,0,0,0,0,0,0,0,94,5.101,1.068,0.772,0.535,0.45,0.212,0.022,2.042,89,5199.00,1461.00,1505.00,863.00,637.00,488.00,215,31,87,5.254,1.498,1.171,0.408,0.515,0.207,0.02,1.435,1.953625
Gambia,gm,GMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,4.516,0.308,0.939,0.428,0.382,0.269,0.167,2.023,113,4.750599861,0.256990552,0.882678688,0.353247881,0.403419524,0.425989687,0.158093795,2.270216465,98,5.051,0.367,0.511,0.21,0.384,0.465,0.123,2.99,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,119,4.279,0.761,0.614,0.174,0.286,0.332,0.033,2.081,2.324574983
Trinidad & Tobago,tt,TTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,6.192,1.223,1.492,0.564,0.575,0.171,0.019,2.148,39,6.192,1.231,1.477,0.713,0.489,0.185,0.016,2.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,1.548
Northern Cyprus,nc,CYN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,5.835,1.229,1.211,0.909,0.495,0.179,0.154,1.658,64,5.718,1.263,1.252,1.042,0.417,0.191,0.162,1.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,1.444125
Taiwan Province of China,tw,TWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6.421999931,1.433626533,1.384565353,0.793984234,0.361466587,0.258360475,0.063829236,2.126607418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6.45539999,1.327470541,1.357760668,0.878437996,0.449404389,0.150598705,0.131516352,2.160238743,24,6.584,1.48,0.982,0.665,0.49,0.142,0.139,2.687,26,6512.00,2002.00,1897.00,1095.00,733.00,542.00,75,168,27,6.535,1.89,1.372,0.492,0.562,0.067,0.178,1.974,3.24954999
Hong Kong S.A.R. China,hk,HKG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,5.472000122,1.551674843,1.262790918,0.943062425,0.490968645,0.374465793,0.293933749,0.554633141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.684000015
Switzerland,ch,CHE,1,7.587,1.39651,1.34951,0.94143,0.66557,0.41978,0.29678,2.51738,Western Europe,2,7.509,1.52733,1.14524,0.86303,0.58557,0.41203,0.28083,2.69463,4,7.493999958,1.564979553,1.516911745,0.858131289,0.620070577,0.290549278,0.367007285,2.276716232,5,7.487,1.42,1.549,0.927,0.66,0.256,0.357,2.318,6,7.48,1.452,1.526,1.052,0.572,0.263,0.343,2.272,3,7.559899807,1.39077425,1.472403407,1.040533185,0.62895447,0.269055754,0.407945901,2.35026741,3,7.571,1.566,1.079,0.816,0.653,0.204,0.413,2.839,4,7512.00,2153.00,2026.00,1226.00,822.00,677.00,147,461,8,7.24,2.022,1.463,0.582,0.678,0.151,0.475,1.87,7.490987471
Iceland,is,ISL,2,7.561,1.30232,1.40223,0.94784,0.62877,0.14145,0.4363,2.70201,Western Europe,3,7.501,1.42666,1.18326,0.86733,0.56624,0.14975,0.47678,2.83137,3,7.504000187,1.48063302,1.610574007,0.833552122,0.627162635,0.475540221,0.153526559,2.322715282,4,7.495,1.343,1.644,0.914,0.677,0.353,0.138,2.426,4,7.494,1.38,1.624,1.026,0.591,0.354,0.118,2.401,4,7.504499912,1.326501608,1.547567487,1.000843406,0.661980748,0.362330228,0.144540772,2.460688114,4,7.554,1.482,1.172,0.772,0.698,0.293,0.17,2.967,3,7557.00,2320.00,1936.00,1320.00,803.00,718.00,270,191,3,7.53,1.926,1.62,0.559,0.738,0.25,0.187,2.25,7.517937512
Denmark,dk,DNK,3,7.527,1.32548,1.36058,0.87464,0.64938,0.48357,0.34139,2.49204,Western Europe,1,7.526,1.44178,1.16374,0.79504,0.57941,0.44453,0.36171,2.73939,2,7.521999836,1.482383013,1.551121593,0.792565525,0.626006722,0.355280489,0.400770068,2.313707352,3,7.555,1.351,1.59,0.868,0.683,0.284,0.408,2.371,2,7.6,1.383,1.573,0.996,0.592,0.252,0.41,2.394,2,7.645599842,1.326948524,1.503449202,0.979332566,0.665039897,0.242793396,0.495260328,2.432740688,2,7.62,1.502,1.108,0.763,0.686,0.208,0.485,2.868,2,7636.00,2226.00,1953.00,1243.00,777.00,719.00,188,532,2,7.586,1.949,1.548,0.537,0.734,0.208,0.525,2.084,7.57269996
Norway,no,NOR,4,7.522,1.459,1.33095,0.88521,0.66973,0.36503,0.34699,2.46531,Western Europe,4,7.498,1.57744,1.1269,0.79579,0.59609,0.35776,0.37895,2.66465,1,7.537000179,1.616463184,1.53352356,0.796666503,0.635422587,0.362012237,0.315963835,2.277026653,2,7.594,1.456,1.582,0.861,0.686,0.286,0.34,2.383,3,7.554,1.488,1.582,1.028,0.603,0.271,0.341,2.241,5,7.487999916,1.42420733,1.495172501,1.008071899,0.670200884,0.287985086,0.434100568,2.168266296,6,7.392,1.543,1.108,0.782,0.703,0.249,0.427,2.58,8,7365.00,1925.00,1997.00,1239.00,786.00,728.00,217,474,7,7.315,1.994,1.521,0.544,0.752,0.212,0.463,1.829,7.487500012
Canada,ca,CAN,5,7.427,1.32629,1.32261,0.90563,0.63297,0.32957,0.45811,2.45176,North America,6,7.404,1.44015,1.0961,0.8276,0.5737,0.31329,0.44834,2.70485,7,7.315999985,1.479204416,1.481348991,0.834557652,0.611100912,0.435539722,0.287371516,2.187264442,7,7.328,1.33,1.532,0.896,0.653,0.321,0.291,2.305,9,7.278,1.365,1.505,1.039,0.584,0.285,0.308,2.192,11,7.23210001,1.301647663,1.435391903,1.022501945,0.644028127,0.28152892,0.351701856,2.195269108,14,7.103,1.447,1.044,0.798,0.648,0.246,0.335,2.585,15,7025.00,1924.00,1886.00,1188.00,783.00,659.00,217,368,13,6.961,1.881,1.484,0.541,0.656,0.218,0.364,1.815,7.256137499
Finland,fi,FIN,6,7.406,1.29025,1.31826,0.88911,0.64169,0.41372,0.23351,2.61955,Western Europe,5,7.413,1.40598,1.13464,0.81091,0.57104,0.41004,0.25492,2.82596,5,7.468999863,1.443571925,1.540246725,0.80915767,0.617950857,0.245482773,0.382611543,2.430181503,1,7.632,1.305,1.592,0.874,0.681,0.202,0.393,2.585,1,7.769,1.34,1.587,0.986,0.596,0.153,0.393,2.714,1,7.808700085,1.285189509,1.499525905,0.961271405,0.66231674,0.159670442,0.477857262,2.762835026,1,7.842,1.446,1.106,0.741,0.691,0.124,0.481,3.253,1,7821.00,2518.00,1892.00,1258.00,775.00,736.00,109,534,1,7.804,1.888,1.585,0.535,0.772,0.126,0.535,2.363,7.642962494
Netherlands,nl,NLD,7,7.378,1.32944,1.28017,0.89284,0.61576,0.31814,0.4761,2.4657,Western Europe,7,7.339,1.46468,1.02912,0.81231,0.55211,0.29927,0.47416,2.70749,6,7.376999855,1.503944635,1.428939223,0.810696125,0.585384488,0.47048983,0.282661825,2.294804096,6,7.441,1.361,1.488,0.878,0.638,0.333,0.295,2.448,5,7.488,1.396,1.522,0.999,0.557,0.322,0.298,2.394,6,7.448900223,1.338946342,1.463645935,0.975675344,0.61362648,0.336317569,0.368569762,2.352117062,5,7.464,1.501,1.079,0.753,0.647,0.302,0.384,2.798,5,7415.00,2137.00,1945.00,1206.00,787.00,651.00,271,419,5,7.403,1.942,1.488,0.545,0.672,0.251,0.394,2.11,7.41736251
Sweden,se,SWE,8,7.364,1.33171,1.28907,0.91087,0.6598,0.43844,0.36262,2.37119,Western Europe,10,7.291,1.45181,1.08764,0.83121,0.58218,0.40867,0.38254,2.54734,9,7.28399992,1.494387269,1.478162169,0.830875158,0.612924099,0.385399252,0.384398729,2.097537994,9,7.314,1.355,1.501,0.913,0.659,0.285,0.383,2.218,7,7.343,1.387,1.487,1.009,0.574,0.267,0.373,2.246,7,7.353499889,1.322235227,1.433347702,0.986470461,0.650297701,0.272827893,0.442066371,2.246299267,7,7.363,1.478,1.062,0.763,0.685,0.244,0.448,2.683,7,7384.00,2003.00,1920.00,1204.00,803.00,724.00,218,512,6,7.395,1.921,1.51,0.562,0.754,0.225,0.52,1.903,7.338437476
New Zealand,nz,NZL,9,7.286,1.25018,1.31967,0.90837,0.63938,0.42922,0.47501,2.26425,Australia and New Zealand,8,7.334,1.36066,1.17278,0.83096,0.58147,0.41904,0.49401,2.47553,8,7.31400013,1.405706048,1.548195124,0.816759706,0.61406213,0.500005126,0.382816702,2.046456337,8,7.324,1.268,1.601,0.876,0.669,0.365,0.389,2.156,8,7.307,1.303,1.557,1.026,0.585,0.33,0.38,2.126,8,7.299600124,1.242317915,1.48721838,1.008138299,0.646789908,0.325726211,0.461268276,2.128108025,9,7.277,1.4,1.094,0.785,0.665,0.276,0.445,2.612,10,7200.00,1954.00,1852.00,1235.00,752.00,680.00,245,483,10,7.123,1.842,1.544,0.513,0.672,0.23,0.471,1.852,7.283075032
Australia,au,AUS,10,7.284,1.33358,1.30923,0.93156,0.65124,0.35637,0.43562,2.26646,Australia and New Zealand,9,7.313,1.44443,1.10476,0.8512,0.56837,0.32331,0.47407,2.5465,10,7.28399992,1.484414935,1.510041952,0.843886793,0.601607382,0.47769925,0.30118373,2.065210819,10,7.272,1.34,1.573,0.91,0.647,0.361,0.302,2.139,11,7.228,1.372,1.548,1.036,0.557,0.332,0.29,2.093,12,7.222799778,1.310396433,1.477146268,1.022607684,0.621877193,0.324973613,0.335996419,2.129804134,11,7.183,1.453,1.076,0.801,0.647,0.291,0.317,2.598,12,7162.00,2011.00,1900.00,1203.00,772.00,676.00,258,341,12,7.095,1.899,1.497,0.532,0.677,0.242,0.31,1.938,7.235224962
Israel,il,ISR,11,7.278,1.22857,1.22393,0.91387,0.41319,0.07785,0.33172,3.08854,Middle East and Northern Africa,11,7.267,1.33766,0.99537,0.84917,0.36432,0.08728,0.32288,3.31029,11,7.212999821,1.375382423,1.376289964,0.838404,0.405988604,0.330082655,0.0852421,2.801757336,19,6.814,1.301,1.559,0.883,0.533,0.354,0.272,1.912,13,7.139,1.276,1.455,1.029,0.371,0.261,0.082,2.665,14,7.128600121,1.216463685,1.403256774,1.008052945,0.420699477,0.266861796,0.09989845,2.713358402,12,7.157,1.376,1.074,0.788,0.509,0.208,0.119,3.083,9,7364.00,2634.00,1826.00,1221.00,818.00,568.00,155,143,4,7.473,1.833,1.521,0.577,0.569,0.124,0.158,2.691,7.183699993
Costa Rica,cr,CRI,12,7.226,0.95578,1.23788,0.86027,0.63376,0.10583,0.25497,3.17728,Latin America and Caribbean,14,7.087,1.06879,1.02152,0.76146,0.55225,0.10547,0.22553,3.35168,12,7.078999996,1.109706283,1.416403651,0.759509265,0.58013165,0.214613229,0.100106589,2.898639202,13,7.072,1.01,1.459,0.817,0.632,0.143,0.101,2.91,12,7.167,1.034,1.441,0.963,0.558,0.144,0.093,2.934,15,7.121399879,0.981107712,1.374853611,0.939635336,0.645017743,0.131266311,0.096362092,2.953135014,16,7.069,1.134,0.966,0.722,0.673,0.105,0.083,3.387,23,6582.00,2346.00,1584.00,1054.00,744.00,661.00,89,102,23,6.609,1.587,1.34,0.503,0.683,0.099,0.116,2.281,7.053799984
Austria,at,AUT,13,7.2,1.33723,1.29704,0.89042,0.62433,0.18676,0.33088,2.5332,Western Europe,12,7.119,1.45038,1.08383,0.80565,0.54355,0.21348,0.32865,2.69343,13,7.006000042,1.487097263,1.459944963,0.815328419,0.56776619,0.316472322,0.221060365,2.138506413,12,7.139,1.341,1.504,0.891,0.617,0.242,0.224,2.32,10,7.246,1.376,1.475,1.016,0.532,0.244,0.226,2.377,9,7.294199944,1.317285538,1.437444925,1.000933528,0.603368878,0.255509764,0.281256139,2.398446083,10,7.268,1.492,1.062,0.782,0.64,0.215,0.292,2.784,11,7163.00,2148.00,1931.00,1165.00,774.00,623.00,193,329,11,7.097,1.927,1.382,0.535,0.63,0.191,0.31,2.124,7.171149998
Mexico,mx,MEX,14,7.187,1.02054,0.91451,0.81444,0.48181,0.21312,0.14074,3.60214,Latin America and Caribbean,21,6.778,1.11508,0.7146,0.71143,0.37709,0.18355,0.11735,3.55906,25,6.578000069,1.153183818,1.21086216,0.709978998,0.412730008,0.120990433,0.132774115,2.837154865,24,6.488,1.038,1.252,0.761,0.479,0.069,0.095,2.794,23,6.595,1.07,1.323,0.861,0.433,0.074,0.073,2.761,24,6.465000153,1.024387479,1.226333499,0.831601024,0.553892553,0.083094485,0.083133668,2.662540197,36,6.317,1.126,0.83,0.634,0.585,0.092,0.089,2.961,46,6128.00,2239.00,1552.00,886.00,623.00,621.00,92,115,36,6.33,1.55,1.169,0.389,0.632,0.086,0.115,2.389,6.592250028
United States,us,USA,15,7.119,1.39451,1.24711,0.86179,0.54604,0.1589,0.40105,2.51011,North America,13,7.104,1.50796,1.04782,0.779,0.48163,0.14868,0.41077,2.72782,14,6.993000031,1.546259284,1.419920564,0.774286628,0.505740523,0.392578781,0.135638788,2.218113422,18,6.886,1.398,1.471,0.819,0.547,0.291,0.133,2.227,19,6.892,1.433,1.457,0.874,0.454,0.28,0.128,2.266,18,6.939599991,1.37398684,1.404786706,0.831618011,0.534608245,0.298143059,0.152284741,2.344124794,19,6.951,1.533,1.03,0.621,0.554,0.252,0.154,2.807,16,6977.00,2214.00,1982.00,1182.00,628.00,574.00,220,177,15,6.894,1.98,1.46,0.39,0.557,0.21,0.172,2.124,6.972325003
Brazil,br,BRA,16,6.983,0.98124,1.23287,0.69702,0.49049,0.17521,0.14574,3.26001,Latin America and Caribbean,17,6.952,1.08754,1.03938,0.61415,0.40425,0.14166,0.15776,3.50733,22,6.635000229,1.10735321,1.431306005,0.616552353,0.437453747,0.162349895,0.111092761,2.769267082,28,6.419,0.986,1.474,0.675,0.493,0.11,0.088,2.593,32,6.3,1.004,1.439,0.802,0.39,0.099,0.086,2.48,32,6.375599861,0.952679873,1.363464117,0.766119063,0.483292729,0.131674588,0.106518604,2.571860313,35,6.33,1.028,0.944,0.571,0.514,0.142,0.117,3.015,38,6293.00,2361.00,1462.00,1044.00,615.00,546.00,131,134,49,6.125,1.454,1.25,0.387,0.558,0.131,0.137,2.205,6.514950011
Luxembourg,lu,LUX,17,6.946,1.56391,1.21963,0.91894,0.61583,0.37798,0.28034,1.96961,Western Europe,20,6.871,1.69752,1.03999,0.84542,0.5487,0.35329,0.27571,2.11055,18,6.862999916,1.741943598,1.457583666,0.845089495,0.596627891,0.283180982,0.318834424,1.619512081,17,6.91,1.576,1.52,0.896,0.632,0.196,0.321,1.769,14,7.09,1.609,1.479,1.012,0.526,0.194,0.316,1.954,10,7.237500191,1.536676049,1.387528419,0.986442685,0.610137045,0.19595392,0.367041469,2.153700352,8,7.324,1.751,1.003,0.76,0.639,0.166,0.353,2.653,6,7404.00,2042.00,2209.00,1155.00,790.00,700.00,120,388,9,7.228,2.2,1.357,0.549,0.71,0.149,0.418,1.845,7.058687513
Ireland,ie,IRL,18,6.94,1.33596,1.36948,0.89533,0.61777,0.28703,0.45901,1.9757,Western Europe,19,6.907,1.48341,1.16157,0.81455,0.54008,0.29754,0.44963,2.15988,15,6.977000237,1.535706639,1.558231115,0.809782624,0.573110342,0.427858323,0.298388153,1.773869038,14,6.977,1.448,1.583,0.876,0.614,0.307,0.306,1.843,16,7.021,1.499,1.553,0.999,0.516,0.298,0.31,1.846,16,7.093699932,1.446886778,1.470596433,0.975670695,0.587779939,0.295426995,0.373433262,1.943878174,15,7.085,1.644,1.092,0.753,0.606,0.238,0.367,2.384,13,7041.00,1743.00,2129.00,1166.00,779.00,627.00,190,408,14,6.911,2.152,1.425,0.539,0.656,0.186,0.409,1.545,6.988962521
Belgium,be,BEL,19,6.937,1.30782,1.28566,0.89667,0.5845,0.2254,0.2225,2.41484,Western Europe,18,6.929,1.42539,1.05249,0.81959,0.51354,0.26248,0.2424,2.61355,17,6.890999794,1.463780761,1.462312698,0.818091869,0.539770722,0.231503338,0.251343131,2.124210358,16,6.927,1.324,1.483,0.894,0.583,0.188,0.24,2.215,18,6.923,1.356,1.504,0.986,0.473,0.16,0.21,2.234,20,6.863500118,1.295842767,1.398677588,0.964901149,0.499805421,0.146966159,0.208724052,2.348626614,20,6.834,1.463,0.998,0.747,0.489,0.088,0.187,2.862,19,6805.00,2283.00,1907.00,1106.00,764.00,492.00,49,204,17,6.859,1.907,1.449,0.528,0.59,0.137,0.273,1.976,6.895437489
United Arab Emirates,ae,ARE,20,6.901,1.42727,1.12575,0.80925,0.64157,0.38583,0.26428,2.24743,Middle East and Northern Africa,28,6.573,1.57352,0.87114,0.72993,0.56215,0.35561,0.26591,2.21507,21,6.647999763,1.626343369,1.266410232,0.726798236,0.60834527,0.360941947,0.324489564,1.734703541,20,6.774,2.096,0.776,0.67,0.284,0.186,0,2.762,21,6.825,1.503,1.31,0.825,0.598,0.262,0.182,2.145,21,6.790800095,1.431086421,1.251170993,0.787814438,0.652936101,0.28065598,0.220213518,2.166965961,25,6.561,1.555,0.86,0.594,0.67,0.236,0.223,2.422,24,6576.00,1809.00,1998.00,980.00,633.00,702.00,204,250,26,6.571,2.015,1.223,0.401,0.745,0.188,0.247,1.752,6.705474982
United Kingdom,gb,GBR,21,6.867,1.26637,1.28548,0.90943,0.59625,0.32067,0.51912,1.96994,Western Europe,23,6.725,1.40283,1.08672,0.80991,0.50036,0.27399,0.50156,2.14999,19,6.714000225,1.44163394,1.49646008,0.805335939,0.508190036,0.492774159,0.265428066,1.704143524,11,7.19,1.244,1.433,0.888,0.464,0.262,0.082,2.817,15,7.054,1.333,1.538,0.996,0.45,0.348,0.278,2.111,13,7.164500237,1.273061037,1.457844973,0.97570008,0.525168657,0.373433441,0.322601646,2.236721992,17,7.064,1.423,1.062,0.757,0.58,0.34,0.306,2.596,17,6943.00,1967.00,1867.00,1143.00,750.00,597.00,289,329,19,6.796,1.857,1.366,0.511,0.626,0.272,0.34,1.822,6.946812558
Oman,om,OMN,22,6.853,1.36011,1.08182,0.76276,0.63274,0.32524,0.21542,2.47489,Middle East and Northern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.856625
